gauge_id,gauge_lat,gauge_lon,area,aridity_FAO_PM,frac_snow,high_prec_dur,high_prec_freq,low_prec_dur,low_prec_freq,p_mean,seasonality_FAO_PM,ire_pc_sse,kar_pc_sse,slp_dg_sav,for_pc_sse,cly_pc_sav,snd_pc_sav,dor_pc_pva
camels_02149000,35.42345,-82.1115,203.8105282,0.6581137,0.0,1.1911533,0.051608488,3.7374742,0.617796,3.6361842,0.897887,0.0,0.0,94.74025309,99.94516644,19.97258322,44.0,271
camels_02152100,35.49306,-81.68222,156.4635308,0.76879966,0.0,1.2064421,0.056399725,3.9769585,0.6497604,3.228087,1.0667577,0.0,0.0,94.68015448,99.56697667,20.0,44.0,0
camels_02177000,34.81398,-83.30599,527.1908359,0.5728062,0.0,1.1781437,0.053867213,3.651695,0.58987,4.3284655,0.83178526,0.188597415,0.0,105.4918487,100.0,19.2628434,43.17533109,0
camels_02178400,34.89037,-83.53044,152.1459107,0.5716309,0.0,1.1666666,0.052703626,3.5301404,0.5852156,4.2611675,0.80502725,0.0,0.0,137.0,100.0,20.0,42.0,0
camels_02193340,33.68263,-82.85792,89.7354273,0.9063615,0.0,1.1978852,0.054277893,4.1648498,0.65366185,3.1781034,1.1357191,0.0,0.0,17.98685384,99.87178553,17.98441778,48.03407426,0
camels_02196000,33.7293,-82.18179,1408.81743,0.9337983,0.0,1.1876833,0.05544148,4.2076955,0.65865844,3.1292684,1.1183549,1.924945472,0.0,14.91198313,93.42488186,17.69758518,49.77490635,0
camels_02198100,32.93766,-81.81539,79.76679491,1.0231229,0.0,1.1958762,0.05557837,4.257408,0.6588638,3.027748,1.0833443,5.007808965,0.020686998,10.00065284,53.56904865,18.01851736,47.00091521,0
camels_02202600,32.16798,-81.48817,623.9066807,0.9991321,0.0,1.2041467,0.051676933,4.0632133,0.63353866,3.0842867,0.9886994,3.716486342,100.0,6.091137135,48.43282539,17.54056655,51.52998163,0
camels_02212600,33.09985,-83.72351,190.0972018,0.9256554,0.0,1.1863173,0.05578371,4.146245,0.64620125,3.171701,1.1593238,0.0,0.0,23.0,99.0,19.0,47.0,0
camels_02215100,32.23944,-83.50167,425.997803,1.031862,0.0,1.1923077,0.055167694,4.256433,0.6566735,2.969809,1.2093962,13.25038494,100.0,9.699551295,31.46379894,24.17010792,40.98593127,0
camels_02216180,31.99139,-82.92194,128.3100806,1.0738417,0.0,1.1841705,0.0532512,4.2573595,0.65331966,2.9314888,1.1553321,5.0,100.0,11.0,72.0,19.0,47.0,0
camels_02221525,33.25236,-83.48128,493.7626321,0.90548676,0.0,1.1909621,0.0559206,4.12108,0.6476386,3.1699226,1.1490328,0.0,0.0,18.17757895,93.08696842,20.72482711,45.43610127,0
camels_02231000,30.35885,-82.0815,1858.801317,1.0368093,0.0,1.1849056,0.04298426,4.2964387,0.6110883,3.0116346,0.9984553,0.272032628,100.0,1.25454981,93.27949947,12.40932046,65.65384384,0
camels_02231342,27.56865,-80.79617,194.2532539,1.0184047,0.0,1.2296451,0.040314853,4.5574045,0.562423,3.3234305,0.87445414,5.078804293,100.0,2.066955307,32.53069377,10.75412176,65.21846565,0
camels_02235200,28.87453,-81.48938,300.9304202,1.0968022,0.0,1.2033272,0.04455852,4.445174,0.60212183,2.9769986,0.7430731,3.001687609,100.0,8.549090085,58.19801293,15.22288467,58.58990891,0
camels_02245500,29.97941,-81.85204,351.6400135,1.0114831,0.0,1.2014787,0.044490077,4.29666,0.598768,3.0563648,0.8225379,0.335004848,100.0,7.097761688,79.13399191,15.23136553,58.44447028,0
camels_02246000,30.1133,-81.90649,451.6817223,1.0589936,0.0,1.1866913,0.043942504,4.2881355,0.60609174,2.9286804,0.8858967,0.45287064,100.0,4.18388642,82.40410955,14.73155456,58.98610642,0
camels_02296500,27.37504,-81.79647,893.9992742,1.0750643,0.0,1.1954023,0.042710472,4.882123,0.5981519,3.1257632,0.8872518,12.79554909,100.0,2.963272687,24.29427098,11.03121112,64.45324943,0
camels_02297155,27.48726,-82.02342,98.12784906,1.0392503,0.0,1.2408478,0.044079397,4.8849807,0.5988364,3.279037,0.9266246,10.99080614,100.0,2.790667187,6.686019987,10.84173999,64.41702698,0
camels_02297310,27.19949,-81.98842,537.9104605,1.0348257,0.0,1.221135,0.042710472,4.887079,0.5954141,3.2937844,0.92507154,13.56875592,100.0,2.429245621,20.04970719,11.46349425,62.75458424,0
camels_02298123,27.052,-81.78453,541.9983227,1.0719581,0.0,1.2398453,0.04387406,4.982906,0.59856266,3.2105749,0.89261025,17.37105641,100.0,0.320109573,2.0122833,16.55132297,54.37508311,0
camels_02298608,27.34366,-82.15676,314.3976337,1.0471153,0.0,1.2400756,0.044900753,4.891862,0.60068446,3.2591074,0.92409027,14.39130452,100.0,2.0,0.89882451,10.97317339,65.9388423,0
camels_02299950,27.47365,-82.2112,177.4630761,1.0388643,0.0,1.2189239,0.044969197,4.861265,0.59958935,3.2898536,0.9285087,10.70179279,100.0,2.087724099,2.263172297,10.0,66.0,0
camels_02300700,27.79197,-82.35204,85.97495241,1.085488,0.0,1.2285714,0.044147845,4.9069767,0.60657084,3.128397,0.8747586,10.21770823,58.84203016,3.041213904,4.811388554,11.9587861,63.08824717,365
camels_02310947,28.31195,-82.05591,582.5433401,1.1003423,0.0,1.2337165,0.044079397,4.6923895,0.60349077,3.0997262,0.81433535,4.410380258,100.0,5.035287676,19.75240636,11.34288825,64.37054755,0
camels_02312200,28.57277,-82.15536,467.4826844,1.1537174,0.0,1.2240437,0.045995895,4.700684,0.61163586,2.9689043,0.768716,2.086364387,100.0,5.851901597,40.48933013,12.44535584,61.91169174,0
camels_02314500,30.68056,-82.56056,2811.062565,1.0504062,0.0,1.2034483,0.047775496,4.313213,0.6211499,2.9828007,1.0758685,0.154782884,100.0,2.414052692,99.00441437,13.8856096,62.28218393,0
camels_02315500,30.32578,-82.73818,5921.059562,1.0493823,0.0,1.1964912,0.046680357,4.2929873,0.6117728,2.9949734,1.0794866,0.288692733,100.0,1.875345713,98.89840489,14.85267307,60.07347194,0
camels_02324400,30.09827,-83.47181,210.4144536,0.9879845,0.0,1.193811,0.050171115,4.346008,0.6258727,3.262716,1.0419497,0.560476107,100.0,1.844609925,95.37312138,8.798899424,69.20941476,0
camels_02327100,30.12937,-84.49435,299.9283361,0.87522674,0.0,1.1921709,0.045859,4.402771,0.6090349,3.6965182,1.0902547,0.0,100.0,3.349563916,99.20523055,13.8173357,59.13388545,0
camels_02342933,32.01766,-85.29577,290.4452787,0.91640234,0.0,1.1836115,0.05338809,4.202931,0.64784396,3.2675564,1.1464735,0.0,0.0,14.97900151,98.40065641,19.5573466,48.4426534,0
camels_02349900,32.19556,-83.90222,124.4304297,1.0195782,0.0,1.1725147,0.054893907,4.285968,0.6606434,2.9701061,1.2050827,15.0,100.0,9.0,4.0,25.0,39.0,0
camels_02350900,31.76444,-84.25333,1366.441544,0.96101576,0.0,1.203077,0.053524982,4.1620784,0.6415469,3.1849322,1.1785372,7.105962096,93.83921441,16.55274002,59.61333071,18.13482658,49.85083164,0
camels_02361000,31.34295,-85.61049,1780.619397,0.92234355,0.0,1.1941448,0.053045858,4.2529573,0.6398357,3.28008,1.1511583,1.336084242,68.92348177,19.24751926,54.85876015,19.20493449,48.17303988,0
camels_02363000,31.59489,-85.783,1293.706711,0.91713595,0.0,1.1846635,0.051813826,4.1905828,0.6396304,3.2600021,1.1238236,0.725379671,0.0,18.31257573,74.62509938,17.83414171,49.86973762,0
camels_02369800,31.02768,-86.70996,231.2577676,0.8437493,0.0,1.1730158,0.050581794,4.1647544,0.6211499,3.6131492,1.0624837,0.0,76.87752026,11.53011524,98.2445552,18.72849993,51.20898996,0
camels_02371500,31.5735,-86.25162,1258.89596,0.9231218,0.0,1.2015748,0.052224502,4.1375165,0.63634497,3.24936,1.1054965,0.189884225,0.789071126,17.001305,81.18047287,17.79761969,50.0379706,0
camels_02372250,31.59627,-86.40552,1146.055809,0.92164284,0.0,1.1854714,0.05249829,4.156139,0.6394935,3.2610295,1.098077,0.0,2.399165564,16.74762436,80.80011572,19.56090968,49.07379955,0
camels_02374500,31.4185,-86.98664,458.770359,0.87619877,0.0,1.1928251,0.054620124,4.132767,0.63278574,3.4566631,1.0804569,0.0,11.07484995,16.50284577,98.9152191,20.25988617,47.83953879,0
camels_02381600,34.57037,-84.46882,10.32670948,0.62105024,0.0,1.154532,0.05318275,3.498192,0.5959617,4.0874944,0.86360484,0.0,55.76323668,60.07155344,100.0,22.0,41.0,0
camels_02384540,34.87202,-84.72133,22.25816536,0.67490757,0.0,1.1758721,0.05537303,3.5319571,0.60896647,3.8232417,0.96345127,0.934731666,85.73583169,53.61431049,70.51803625,22.91647991,40.08352009,0
camels_02395120,34.24278,-84.88972,85.2181117,0.7656173,0.0,1.1689751,0.05776865,3.806623,0.63730323,3.4709725,1.0491012,1.0,97.82345368,25.19999198,95.51321625,22.98382191,40.98543328,0
camels_02408540,32.91679,-86.27025,684.0331216,0.8251457,0.0,1.1696552,0.058042437,4.0442324,0.6383299,3.4875195,1.0621158,0.0,0.0,33.73964506,97.22605381,21.58531238,41.84878075,0
camels_02415000,33.06679,-85.87913,491.7651516,0.7895985,0.0,1.1736012,0.05598905,3.8810127,0.6295688,3.5493696,1.0498381,0.0,0.0,31.20322283,97.60498754,21.41047857,42.41758068,0
camels_02422500,32.58291,-86.9036,600.1665037,0.8184281,0.0,1.1734266,0.05742642,4.100176,0.6387406,3.6017652,1.0348371,0.0,1.22112332,23.30981894,77.79408428,21.21001256,45.49988998,0
camels_02427250,31.99626,-87.06832,681.1617039,0.9144115,0.0,1.1804949,0.055509925,4.1413426,0.64175224,3.309829,1.0855231,0.0,27.07670362,17.10116156,99.70658123,18.70658123,48.5912676,0
camels_02430085,34.46667,-88.28361,40.72510503,0.7374509,0.0,1.1777151,0.057152636,3.9528577,0.6485284,3.7601705,1.1860698,0.0,0.0,19.04547282,76.35560741,21.02190042,43.97703494,1065
camels_02430615,34.3925,-88.355,32.63478294,0.74279255,0.0,1.1742738,0.05811088,4.001253,0.6556468,3.754909,1.1979233,0.0,0.0,19.97920095,99.89198732,22.0,43.0,563
camels_02450250,34.28538,-87.39891,242.3862469,0.732652,0.0,1.1710345,0.05811088,3.8494177,0.63340175,3.8295557,1.1042614,0.0,0.0,49.97150264,99.84072123,22.41827657,35.66136281,0
camels_02464000,33.47928,-87.59723,582.2727774,0.7426289,0.0,1.1754143,0.058247775,4.038067,0.64620125,3.8151321,1.119685,0.0,0.0,30.38770086,89.89939147,22.0,39.48340637,0
camels_02464146,33.41345,-87.51056,15.8280359,0.78293365,0.0,1.1924157,0.05811088,4.067731,0.6453799,3.7293704,1.1076674,0.0,0.0,29.45534936,97.93246925,21.94626589,41.00118412,0
camels_02464360,33.42484,-87.64251,149.0498682,0.7582973,0.0,1.1712328,0.05852156,4.039249,0.6480493,3.760941,1.1073737,0.0,0.0,28.0,79.0,23.0,42.0,0
camels_02465493,32.99735,-87.62223,86.60140535,0.8280815,0.0,1.201669,0.059137575,4.130699,0.65112936,3.5684772,1.0662841,0.0,0.0,23.43270815,77.73818261,20.985376,45.05728026,265
camels_02469800,31.74432,-88.02251,423.5375952,0.8787834,0.0,1.164723,0.05468857,4.097593,0.6408624,3.4797904,1.0293207,0.0,66.4303891,22.73854329,100.0,19.35832845,47.52138452,0
camels_02472000,31.70694,-89.40694,1929.072084,0.85341525,0.0,1.1549708,0.05407255,4.0269685,0.6336756,3.5095298,1.02897,0.0,35.65441116,15.0030776,96.76945474,22.65525614,42.46828244,0
camels_02472500,31.42583,-89.41472,790.6359256,0.84678584,0.0,1.1560178,0.0532512,3.978705,0.6266256,3.5319705,0.9620722,0.135365913,0.0,11.83879731,94.62483962,20.0,44.5024311,0
camels_02479155,31.02528,-89.01667,138.4984608,0.82604015,0.0,1.1764706,0.052019164,4.0303707,0.61765915,3.7226715,0.9227674,0.0,0.0,13.0,100.0,17.0,50.0,0
camels_02479300,30.73611,-88.78111,1154.319212,0.7779003,0.0,1.1688102,0.04976044,3.9324262,0.59349763,3.8763661,0.9129845,0.707869811,0.0,10.71295254,97.44072799,18.7203078,47.4277147,28
camels_02479560,30.80908,-88.45863,1457.818343,0.7978246,0.0,1.1853036,0.050787132,3.9845874,0.6016427,3.806709,0.9631652,0.227607165,0.0,12.35408866,97.29267595,18.4855504,48.68828161,0
camels_02481000,30.55861,-89.12194,250.7956862,0.755929,0.0,1.1691543,0.04825462,3.931714,0.5872005,4.0059676,0.92964286,0.0,0.0,11.0469203,98.52346015,20.0,46.0,0
camels_02481510,30.48361,-89.27444,802.2992439,0.7727488,0.0,1.1628289,0.048391514,3.9058664,0.587885,3.9079535,0.9195552,0.0,0.0,12.00803876,95.50165617,19.8127462,46.21140525,0
camels_03010655,41.96173,-78.19807,254.6593377,0.589269,0.29453248,1.0933334,0.044900753,2.6892977,0.5503765,3.0863519,0.99752474,0.0,0.0,92.58683214,100.0,18.0,43.0,0
camels_03011800,41.76645,-78.71864,100.8972006,0.53556645,0.29457197,1.08,0.042505134,2.5965679,0.52819985,3.4482787,0.88789517,0.0,0.0,52.0,100.0,19.0,42.0,0
camels_03015500,41.85256,-79.31727,830.320378,0.49384147,0.21937291,1.0661478,0.037508555,2.4861975,0.49315536,3.8199055,0.81678295,0.0,0.0,46.3001311,97.85256856,18.0,40.32597412,0
camels_03021350,42.01533,-79.78255,248.345965,0.49547908,0.22186935,1.0708333,0.03518138,2.4849124,0.48473647,3.9129891,0.8178922,0.0,0.0,30.67576212,99.0,18.0,41.0,0
camels_03026500,41.63117,-78.57669,20.27469159,0.5399979,0.29416245,1.0764006,0.043394934,2.6268907,0.5349076,3.4403257,0.8944974,0.0,0.0,54.58484821,99.86964049,18.94092166,42.85743767,0
camels_03028000,41.57534,-78.69225,165.6252832,0.53144234,0.21858755,1.077187,0.04298426,2.6155143,0.5308008,3.4949508,0.8820929,0.0,0.0,57.0,99.0,19.0,41.0,0
camels_03049000,40.7159,-79.69949,355.9179912,0.5586929,0.2152953,1.0889968,0.04606434,2.807745,0.5607803,3.555924,0.8616786,0.459236034,72.43709681,48.54928429,86.04151129,18.0,42.6124604,0
camels_03049800,40.52035,-79.93811,16.04909579,0.59038085,0.14016072,1.0984615,0.048870638,2.8492963,0.568104,3.5378015,0.9276327,0.029372639,0.0,49.02961043,61.02723387,18.02937264,43.97062736,133
camels_03050000,38.80927,-79.88173,489.0865581,0.47351018,0.23879607,1.1004465,0.03374401,2.4611824,0.47303218,4.2971063,0.75329906,0.0,59.06679343,115.0889102,100.0,20.89535834,37.77925415,0
camels_03066000,39.12705,-79.46838,224.8394193,0.57165724,0.23346502,1.1057693,0.039356604,2.6769016,0.5251198,3.617362,0.90922165,0.0,18.0,52.0,69.0,20.0,40.0,0
camels_03069500,39.12288,-79.68117,1851.584564,0.54575753,0.23717095,1.1026157,0.037508555,2.5845938,0.5029432,3.7809083,0.8660153,0.0,47.84244565,105.6009266,95.53201804,19.48423695,40.18436372,0
camels_03070500,39.61564,-79.70477,517.9328391,0.5479679,0.24770741,1.0955166,0.038466804,2.6259966,0.51854897,3.723202,0.9735196,0.0,11.59618412,57.7780227,99.50573702,19.68544712,39.98666057,0
camels_03076600,39.65614,-79.39411,128.0703718,0.5473587,0.24081506,1.1023166,0.03908282,2.632092,0.5175907,3.6765826,0.97782314,0.0,100.0,73.0,95.0,19.0,40.0,0
camels_03078000,39.70219,-79.13639,165.062632,0.5805218,0.23172908,1.1001757,0.042847365,2.7651992,0.5416838,3.4813976,0.9848363,0.0,99.77480627,50.45038745,80.87403137,19.0,41.0,0
camels_03140000,40.36285,-81.86236,71.31633419,0.7020586,0.1463262,1.113293,0.0504449,3.1652513,0.6122519,3.0703156,1.102355,0.0,0.0,45.03561335,98.63934009,18.00028958,40.99971042,0
camels_03144000,40.13257,-82.14792,364.6888315,0.70338756,0.14636639,1.1255605,0.05154004,3.2412186,0.6189596,3.0806866,1.121121,0.0,0.0,39.22995486,91.38226833,19.0,37.91868673,0
camels_03159540,39.06369,-81.8818,400.3036706,0.68120664,0.07068422,1.1313432,0.05188227,3.2275836,0.6134839,3.3432813,1.0491487,0.0,0.0,44.21127874,99.16362838,19.95896584,38.22517963,0
camels_03161000,36.39333,-81.40694,533.4939455,0.5840126,0.0,1.1699463,0.04476386,3.159786,0.5657769,3.8933177,0.7373153,0.0,0.0,96.88587845,99.31400137,19.87700266,43.45234989,0
camels_03164000,36.64735,-80.97897,2963.305977,0.6441846,0.0,1.1497418,0.04572211,3.2252495,0.5752909,3.527206,0.8335003,0.048884042,3.035929134,91.27889142,99.57889242,19.06687356,44.27331534,0
camels_03165000,36.64596,-80.91924,117.4384212,0.7187885,0.0,1.1558245,0.05229295,3.613834,0.62580425,3.2411656,0.9327514,0.0,0.0,55.0,99.0,20.0,44.0,0
camels_03170000,37.03763,-80.55672,800.0121855,0.73843336,0.0,1.1669242,0.051676933,3.5447154,0.626694,3.1908638,0.9170099,0.038879045,53.39880726,60.50300739,96.89204327,20.25651439,43.32641799,0
camels_03173000,37.26818,-80.70951,775.7652905,0.7564948,0.075907074,1.1663893,0.047980834,3.2551546,0.6051335,2.9478378,0.9740131,0.0,12.4848961,92.94973637,94.43534773,20.0914074,41.48886195,0
camels_03180500,38.54373,-79.83312,346.1495746,0.55212146,0.2335717,1.1193181,0.040451746,2.6438115,0.5146475,3.7426407,0.8409775,0.0,14.01549922,110.802461,99.52417337,20.0,40.0,0
camels_03182500,38.18595,-80.13062,1364.203229,0.55504066,0.23641515,1.1346864,0.042094454,2.7181304,0.52539355,3.7001574,0.8762183,0.0,33.77288678,107.0671576,99.61710456,20.21137162,40.85156844,0
camels_03186500,38.379,-80.48397,331.5481427,0.48795837,0.23839629,1.1155462,0.036344968,2.5051472,0.4830253,4.215187,0.78412104,0.0,8.236919279,123.2778882,100.0,19.48519255,39.02961491,0
camels_03187500,38.29539,-80.52648,207.8761915,0.49893767,0.23968005,1.1060292,0.036413416,2.5224938,0.4874059,4.1734695,0.79208905,0.0,6.0,117.0,99.0,19.0,40.0,0
camels_03213700,37.67316,-82.28014,2429.653575,0.63916796,0.0,1.1227437,0.04257358,2.903261,0.54845995,3.5901246,0.8819634,0.0,0.626690953,153.8489081,99.60571262,20.82841755,39.38826376,0
camels_03237280,38.64369,-83.21574,33.16185351,0.7269108,0.0,1.125,0.052977413,3.2894452,0.6207392,3.2665203,1.1385407,0.0,0.474513747,79.95694386,98.98779872,20.01135037,38.99441583,123
camels_03237500,38.80368,-83.42102,1000.435349,0.7312217,0.07068697,1.1380814,0.05359343,3.3022077,0.6245038,3.2070246,1.1684481,0.0,68.69693184,28.40573806,61.77057546,22.0,32.19868294,0
camels_03238500,38.85813,-83.92854,563.5522416,0.7287557,0.07166357,1.1559767,0.054277893,3.3178663,0.6215606,3.2232826,1.167634,0.0,11.17057633,10.02045497,7.622939098,23.31417966,29.02226171,0
camels_03241500,39.72284,-83.88271,173.0365136,0.7729445,0.14907695,1.1451613,0.053456537,3.3105814,0.62744695,3.0451205,1.1302325,1.0,100.0,6.0,0.0,26.0,22.0,0
camels_03280700,37.16509,-83.30796,158.7150044,0.6282366,0.0,1.1159664,0.04544832,2.9894888,0.56454486,3.72372,0.88367575,0.0,0.0,143.0,100.0,23.0,36.0,0
camels_03281100,37.15203,-83.7602,425.1880116,0.64896715,0.0,1.1328,0.04845996,3.160503,0.5849418,3.6622424,0.93657136,0.0,0.0,122.362411,97.91992762,22.43011671,35.56988329,0
camels_03281500,37.47981,-83.67519,1835.962692,0.6757116,0.0,1.1356467,0.049281314,3.156365,0.5872005,3.5332053,0.98386496,0.0,0.0,115.7070766,98.47293142,22.36964588,36.02036748,0
camels_03285000,37.64202,-84.66078,823.1202671,0.6497811,0.0,1.1150569,0.05373032,3.352192,0.6123888,3.5994284,1.0145323,0.011258087,9.640701488,31.9914566,33.03305778,23.61311722,33.41870477,0
camels_03291780,38.87811,-85.25718,71.42159045,0.722476,0.069768965,1.1705202,0.05544148,3.4756372,0.63470227,3.317722,1.145859,0.0,100.0,28.94519,75.93194202,23.99586307,30.99722099,0
camels_03300400,37.83284,-85.29607,1128.319988,0.67028356,0.0,1.1490858,0.0559206,3.3879762,0.621013,3.502935,1.09943,0.132074222,67.52448437,24.36070307,40.29871566,22.92829643,32.06943482,0
camels_03338780,40.26531,-87.6428,691.3792808,0.8222837,0.19263585,1.1583892,0.05906913,3.610546,0.65612596,2.9454381,1.0205493,0.953331973,0.0,3.109364221,7.21921246,24.21642997,22.05644248,0
camels_03340800,39.81255,-86.9539,363.1293212,0.7668649,0.2101931,1.13947,0.0559206,3.5196702,0.6429843,3.0827043,1.1027989,0.789733694,9.251717472,4.275350133,6.652031132,24.77444726,25.04018513,0
camels_03346000,39.01004,-87.94559,828.1884461,0.800681,0.06761727,1.1430482,0.05852156,3.6717558,0.6584531,3.1435099,1.1546714,1.805942883,0.0,4.700418256,1.938511388,25.59877276,23.24786904,0
camels_03357350,39.76171,-86.72945,26.08128075,0.75066435,0.211907,1.1410614,0.0559206,3.5119226,0.64517456,3.132991,1.120752,0.0,14.0,10.0,56.0,23.0,28.0,0
camels_03364500,39.27477,-85.70165,242.0094029,0.7357935,0.070699506,1.161744,0.05653662,3.442635,0.6366872,3.184577,1.1588192,0.467435631,100.0,3.467435631,3.532564369,27.46743563,21.0,0
camels_03366500,38.80422,-85.67386,762.079235,0.7439292,0.07056498,1.1711841,0.056194387,3.5260181,0.64004105,3.269453,1.1719966,0.0,97.58630143,12.82652603,33.98381858,23.21750487,31.19792772,0
camels_03368000,39.07033,-85.48608,32.48820271,0.7324092,0.07095362,1.1690141,0.056810405,3.45793,0.63572896,3.2913504,1.1529926,0.0,100.0,12.82455215,60.13248205,24.00452158,29.98643527,0
camels_03384450,37.47227,-88.54727,112.344539,0.7763696,0.0,1.1825613,0.05941136,3.8203807,0.6594798,3.3700364,1.1775762,0.0,56.0,34.0,85.0,22.0,33.0,0
camels_03439000,35.14333,-82.82472,177.9947152,0.5722818,0.0,1.1554828,0.048323065,3.4931278,0.5740589,4.1707816,0.79277223,0.0,0.0,114.0,100.0,18.0,44.0,0
camels_03450000,35.65306,-82.40528,14.16708032,0.68801886,0.0,1.1445783,0.04551677,3.2498074,0.57700205,3.4218686,0.88977,0.0,0.0,149.1136361,98.01262623,18.00631312,44.98737377,150
camels_03455500,35.39611,-82.9375,71.27697773,0.5927915,0.0,1.1406518,0.04551677,3.3075671,0.5564682,3.9726803,0.75255316,0.929956364,0.0,167.1799687,99.98172372,18.0156688,43.9501746,0
camels_03456500,35.46167,-82.86972,137.3849344,0.6311994,0.0,1.1413612,0.04476386,3.3370876,0.56783026,3.686206,0.7782009,1.0,0.0,167.0,100.0,18.0,44.0,0
camels_03460000,35.6675,-83.07361,127.8261785,0.59846836,0.0,1.109375,0.03887748,3.0134978,0.53483915,3.8645859,0.67808074,0.0,0.0,160.0,100.0,18.0,45.0,0
camels_03463300,35.83151,-82.18429,113.339245,0.61978763,0.0,1.1641026,0.04661191,3.2382262,0.5647502,3.8142395,0.7970578,0.0,0.0,138.0,100.0,19.0,44.0,0
camels_03471500,36.76039,-81.63123,198.0688179,0.7162259,0.08120762,1.1476868,0.044147845,3.01443,0.571937,3.0997221,0.9560174,0.0,50.70584224,104.4129026,93.34960776,21.1398431,40.8601569,0
camels_03473000,36.65178,-81.84401,783.9928225,0.68475443,0.08528047,1.141264,0.04202601,2.9774053,0.559206,3.2203114,0.9712594,0.0,52.08382515,101.0540293,97.53074895,20.78933712,41.15886827,0
camels_03479000,36.23917,-81.82222,237.7851074,0.5642615,0.07922112,1.1492537,0.042162903,3.0418427,0.54236823,3.9749362,0.70180666,0.0,0.0,118.0,99.0,19.0,43.0,0
camels_03488000,36.89678,-81.74623,573.5820202,0.71481085,0.082036406,1.1451328,0.044284735,2.9884808,0.56824094,3.0689213,0.97446173,0.0,27.25218819,111.193657,94.66642656,21.09492866,39.25409769,0
camels_03498500,35.78562,-83.8846,700.5084178,0.6004975,0.0,1.1373626,0.042505134,3.082569,0.5519507,3.8947618,0.8516475,0.0,55.34954952,110.1861362,88.25407862,20.4803508,41.74708154,0
camels_03500000,35.15,-83.37972,362.3680778,0.57349384,0.0,1.1753049,0.052772075,3.5221715,0.5817248,4.189907,0.8097541,1.0,0.0,124.4240143,98.84802867,19.42401434,42.57598566,0
camels_03500240,35.15889,-83.39417,148.9730047,0.5686854,0.0,1.1517997,0.050376456,3.3686147,0.5642026,4.1531596,0.81677437,0.0,0.0,138.0,99.0,20.0,42.0,0
camels_03504000,35.1275,-83.61861,134.4297999,0.56430304,0.0,1.1625,0.050924025,3.3655257,0.5652977,4.232397,0.8031628,0.0,1.0,145.0,100.0,19.0,43.0,0
camels_03574500,34.62425,-86.30637,859.7353908,0.6741419,0.0,1.1502146,0.0550308,3.7096114,0.62080765,3.8211937,1.08659,0.0,36.84741865,91.04096196,98.20458276,24.37635865,33.83962294,0
camels_03592718,34.83556,-88.28806,66.93083745,0.74048895,0.0,1.1493151,0.05742642,3.8816059,0.6485284,3.723479,1.1905407,0.0,1.072343064,21.00182451,83.9944825,21.99921167,43.9966665,0
camels_03604000,35.49591,-87.8328,1163.665932,0.7067196,0.0,1.1623188,0.054893907,3.6643972,0.62628335,3.7574537,1.1102273,0.0,24.31526175,27.56906701,68.344836,24.87674761,37.45627714,0
camels_04015330,46.94688,-91.7924,225.089055,0.78325033,0.18306284,1.1407624,0.0532512,3.6696799,0.666872,2.3154263,1.0792233,0.0,0.0,15.11841573,86.91727441,13.95279307,46.267603,0
camels_04024430,46.63327,-92.09408,1092.129938,0.7967459,0.2304386,1.1533052,0.056125943,3.742229,0.67570156,2.36659,1.0478293,0.17626074,0.0,12.87646215,98.95624037,12.17967846,49.17626074,0
camels_04027000,46.48661,-90.6963,1542.647578,0.7500951,0.27137637,1.1529969,0.050034225,3.1867745,0.6201232,2.4942472,1.1663781,0.0,0.0,20.24454978,94.06795686,9.329234032,54.58262589,0
camels_04040500,46.58411,-88.57597,420.7243829,0.7024871,0.29723945,1.1316667,0.046475016,2.9094915,0.58747435,2.51382,1.1431646,0.0,0.0,14.41606,82.00298109,8.068443164,58.6688349,0
camels_04043050,47.22854,-88.38539,76.64554188,0.7721941,0.2336395,1.1308563,0.04791239,3.3425124,0.6065024,2.3793387,1.299205,0.0,0.0,18.80492776,86.17193645,7.995022288,55.08926598,0
camels_04045500,46.57502,-85.26955,1962.825992,0.746055,0.23272343,1.079288,0.045653664,3.036086,0.59890485,2.4954019,1.1804736,0.0,91.33019146,8.075969058,89.74449965,12.55121097,55.43054808,0
camels_04056500,46.03053,-86.16125,2975.893966,0.76887625,0.23713304,1.0877193,0.046680357,3.0813668,0.598768,2.4614935,1.2002878,0.0,85.54629017,6.333700412,84.67872428,11.33493445,53.70856325,52
camels_04057510,45.94302,-86.7057,490.3050737,0.79440224,0.2352483,1.0949464,0.048939083,3.152437,0.62422997,2.337063,1.2168266,0.0,98.97756684,10.35950467,97.01829844,10.93536063,52.82944795,0
camels_04057800,46.4991,-87.88652,121.5072234,0.6991102,0.29129842,1.1357027,0.048117727,2.9496942,0.59397674,2.5691972,1.128419,0.0,0.0,19.23436717,93.29689849,7.058591792,63.94140821,279
camels_04059500,45.75552,-87.20152,1185.874726,0.7956161,0.2119537,1.1065693,0.05188227,3.3318133,0.6501711,2.2862554,1.1357408,0.0,68.00534224,11.48589874,96.65104645,9.258989979,55.50755371,0
camels_04063700,45.76357,-88.46318,370.3060351,0.7793682,0.2716225,1.1432974,0.050787132,3.3929713,0.65420943,2.3374326,1.1482742,0.0,0.0,14.20582578,99.40853389,8.630368115,60.03221124,0
